"scientific_name","species","subspecies","subfamily","cites_annex","iucn_category","individuals","sex","superclass","cell_line","karyotype","dna","rna","wgs_sequencing","rna_seq","i_psc","tissue_of_origin","alternative_name","species_","taxon_id","synonym","tolid_prefix","assembly_id","assembly_name","genbank_accession","refseq_accession","genus","family","order","class","phylum","kingdom","superkingdom","genome_size","genome_size_draft","c_value","chromosome_number","haploid_number","assembly_level","assembly_span","assembly_date","contig_n50","scaffold_n50","chromosome_count","busco_completeness","gene_count","sequencing_status","published","TOGA_species","common_name","ploidy","refseq","ensembl","genome_match","ref_genome","divergence_mya_adj","taxon_id_ref","precomputed_age","adjusted_age","toga_assembly_name_ref","TOGA_ref","zoonomia","genome","annotation","individuals_cl","cell_lines","fibro","pbmc","ipsc","fibro_l","nspecies","cat","cat_num","silencer","illumina","tetrapod","selected","project","TOGA","annotation_level","fibro2","to_process","order2"
"Lutra lutra","Lutra lutra",NA,"Lutrinae","I","NEAR THREATENED",2,"M/F","Mammalia","Fibro","X","X",NA,"X","X",NA,"tissue",NA,"Lutra_lutra","9657","Viverra lutra; Lutra piscatoria; Lutra vulgaris; Mustela lutra","mLutLut","GCA_902655055.2",NA,"GCA_902655055.2","GCF_902655055.1","Lutra","Mustelidae","Carnivora","Mammalia","Chordata","Metazoa","Eukaryota",2880210000,NA,2.9453125,38,19,"Chromosome",2438442342,"2020-07-31",30403456,149004807,20,94.9,NA,"published",NA,"toga1/2","Eurasian otter,list(""common_name"")",2,TRUE,FALSE,"species","Lutra lutra",1e-4,NA,NA,NA,"HLlutLut1","toga1/2",TRUE,TRUE,TRUE,2,1,1,0,0,TRUE,19,"Both",1,TRUE,TRUE,FALSE,FALSE,"silencer",TRUE,"TOGA/refseq",1,1,"Carnivora"
"Panthera onca","Panthera onca",NA,"Pantherinae","I","NEAR THREATENED",4,"F/F","Mammalia","Fibro","X","X","X","X","X",NA,"Tissue",NA,"Panthera_onca","9690","Felis augustus; Felis onca; Felis onca boliviensis; Felis onca coxi; Felis onca ucayalae; Felis veronis; Panthera augusta; Panthera onca augusta; Uncia augusta","mPanOnc","GCA_028533385.1",NA,"GCA_028533385.1","GCF_028533385.1","Panthera","Felidae","Carnivora","Mammalia","Chordata","Metazoa","Eukaryota",2767740000,NA,2.830078125,38,19,"Chromosome",2498323642,"2025-01-08",51083,132627732,19,NA,NA,"published","ZOONOMIA","toga1/2",NA,2,TRUE,FALSE,"species","Panthera onca",1e-4,NA,NA,NA,"HLpanOnca3A","toga1/2",TRUE,TRUE,TRUE,5,6,6,0,0,TRUE,19,"Both",1,FALSE,TRUE,FALSE,TRUE,"illumina",TRUE,"TOGA/refseq",6,2,"Carnivora"
"Canis lupus signatus","Canis lupus","signatus",NA,"II","LEAST CONCERN",4,"M/F/F/F","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue/Blood","Canis lupus","Canis_lupus","9612","Aenocyon milleri; Canis dingo; Canis familiaris; Canis furlongi; Canis lycaon; Canis milleri; Canis nubilus; Canis occidentalis; Canis pambasileus; Canis petrolei; Canis tundrarum; Canis variabilis; Lupus gigas; Lupus lupus","mCanLup","GCA_905319855.2",NA,"GCA_905319855.2",NA,"Canis","Canidae","Carnivora","Mammalia","Chordata","Metazoa","Eukaryota",2748180000,NA,2.810546875,78,39,"Chromosome",2447447219,"2023-12-27",34375412,65778685,40,95.5,NA,"published","DTOL","toga1/2","Iberian Wolf,list(""common_name"")",2,FALSE,FALSE,"species","Canis lupus",1e-4,NA,NA,NA,"HLcanLup8","toga1/2",TRUE,TRUE,TRUE,4,5,5,0,0,TRUE,19,"Both",1,FALSE,TRUE,FALSE,TRUE,"illumina",TRUE,"TOGA",5,2,"Carnivora"
"Mungos mungo","Mungos mungo",NA,NA,"-","LEAST CONCERN",5,"F/F/F/F/F","Mammalia","Fibro","X","X","X","X","X",NA,"Tissue",NA,"Mungos_mungo","210652","Viverra mungo; Ariela taenionota; Crossarchus fasciatus; Crossarchus fasciatus colonus; Herpestes fasciatus; Herpestes mungo; Ichneumon mungo; Ichneumon taenionotus; Mangusta mungo","mMunMun","GCA_028533875.1",NA,"GCA_028533875.1",NA,"Mungos","Herpestidae","Carnivora","Mammalia","Chordata","Metazoa","Eukaryota",2823975000,NA,2.873046875,36,18,"Chromosome",2494883117,"2019-01-15",60614,128516143,18,NA,NA,"published","ZOONOMIA","toga1/2",NA,2,FALSE,FALSE,"species","Mungos mungo",1e-4,NA,NA,NA,"HLmunMug1","toga1/2",TRUE,TRUE,TRUE,5,3,3,0,0,TRUE,19,"Both",1,FALSE,TRUE,FALSE,TRUE,"illumina",TRUE,"TOGA",3,2,"Carnivora"
"Ursus thibetanus","Ursus thibetanus",NA,NA,"I","VULNERABLE",1,"F","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Ursus_thibetanus","9642","Selenarctos thibetanus","mUrsThi",NA,NA,NA,NA,"Ursus","Ursidae","Carnivora","Mammalia","Chordata","Metazoa","Eukaryota",2689500000,NA,2.75,74,37,"Scaffold",2292368350,"2023-04-03",145966,26803000,NA,NA,NA,"insdc_open",NA,"toga1/2",NA,2,FALSE,FALSE,"species","Ursus thibetanus",1e-4,NA,NA,NA,"HLursThi1","toga1/2",TRUE,TRUE,TRUE,1,1,1,0,0,TRUE,19,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",TRUE,"TOGA",1,1,"Carnivora"
"Otaria byronia","Otaria byronia",NA,NA,"-","LEAST CONCERN",6,"F/F/F/F/F/F","Mammalia","Fibro","X","X","X","X","X",NA,"Tissue",NA,"Otaria_byronia","161932","Otaria flavescens; Eumetopias byronia; Otaria byroni; Phoca flavescens","mOtaByr",NA,NA,NA,NA,"Otaria","Otariidae","Carnivora","Mammalia","Chordata","Metazoa","Eukaryota",3080700000,NA,3.150390625,36,18,"Scaffold",2450000000,"2023-04-03",NA,144693000,NA,NA,NA,"open",NA,"toga2","South American Sea Lion,list(""common_name"")",2,FALSE,FALSE,"species","Otaria byronia",1e-4,NA,NA,NA,"HLotaByr1","toga2",FALSE,TRUE,TRUE,6,6,6,0,0,TRUE,19,"Both",1,FALSE,TRUE,FALSE,TRUE,"illumina",TRUE,"TOGA",6,2,"Carnivora"
"Ailuropoda melanoleuca","Ailuropoda melanoleuca",NA,NA,"I","VULNERABLE",2,NA,"Mammalia","Fibro","X","X","X","X","X",NA,"Tissue",NA,"Ailuropoda_melanoleuca","9646","Aeluropus melanoleucus; Ailuropus melanoleucus; Ursus melanoleucus","mAilMel","GCA_002007445.3",NA,"GCA_002007445.3","GCF_002007445.2","Ailuropoda","Ursidae","Carnivora","Mammalia","Chordata","Metazoa","Eukaryota",2689500000,NA,2.75,42,21,"Chromosome",2440260518,"2020-04-20",127687,129245720,21,NA,22586,"insdc_open",NA,"toga1/2","Giant Panda,list(""common_name"")",2,TRUE,TRUE,"species","Ailuropoda melanoleuca",1e-4,NA,NA,NA,"HLailMel3","toga1/2",TRUE,TRUE,TRUE,2,1,1,0,0,TRUE,19,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",TRUE,"TOGA/refseq/ensembl",1,1,"Carnivora"
"Suricata suricatta","Suricata suricatta",NA,NA,"-","LEAST CONCERN",6,"F/F/M/-/M","Mammalia","Fibro","X","X","X","X","X",NA,"Tissue",NA,"Suricata_suricatta","37032","Viverra suricatta; Viverra suricata","mSurSur","GCA_006229205.1",NA,"GCA_006229205.1","GCF_006229205.1","Suricata","Herpestidae","Carnivora","Mammalia","Chordata","Metazoa","Eukaryota",2823975000,NA,2.873046875,36,18,"Chromosome",2353578744,"2019-07-03",75409,141453419,18,NA,NA,"published","ZOONOMIA","toga1/2",NA,2,TRUE,TRUE,"species","Suricata suricatta",1e-4,NA,NA,NA,"HLsurSur1","toga1/2",TRUE,TRUE,TRUE,6,7,7,0,0,TRUE,19,"Both",1,FALSE,TRUE,FALSE,TRUE,"illumina",TRUE,"TOGA/refseq/ensembl",7,2,"Carnivora"
"Panthera pardus kotiya","Panthera pardus","kotiya",NA,"I","VULNERABLE",2,"M/M","Mammalia","Fibro","X","X","X","X","X",NA,"Tissue",NA,"Panthera_pardus","9691","Felis pardus; Leo pardus; Felis pardus nanopardus","mPanPar","GCA_024362965.1",NA,"GCA_024362965.1","GCF_024362965.1","Panthera","Felidae","Carnivora","Mammalia","Chordata","Metazoa","Eukaryota",2767740000,NA,2.830078125,38,19,"Scaffold",2441326314,"2022-07-21",22236240,126810544,NA,NA,34200,"insdc_open",NA,"toga1/2",NA,2,TRUE,TRUE,"species","Panthera pardus",1e-4,NA,NA,NA,"HLpanPar2","toga1/2",TRUE,TRUE,TRUE,2,2,2,0,0,TRUE,19,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",TRUE,"TOGA/refseq/ensembl",2,2,"Carnivora"
"Crocuta crocuta","Crocuta crocuta",NA,NA,"-","LEAST CONCERN",2,"M/M","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Crocuta_crocuta","9678","Canis crocuta; Crocotta kibotonensis; Crocotta panganensis; Crocuta crocuta fisi; Crocuta crocuta fortis; Crocuta nyassae; Crocuta nzoyae; Crocuta rufopicta; Crocuta thomasi; Hyaena capensis; Hyaena crocuta; Hyaena cuvieri; Hyaena gariepensis; Hyaena germinans; Hyaena leontiewi; Hyaena maculata; Hyaena noltei; Hyaena rufa; Hyaena thierryi; Hyaena togoensis; Hyaena wismanni","mCroCro","GCA_008692635.1",NA,"GCA_008692635.1","GCF_008692635.1","Crocuta","Hyaenidae","Carnivora","Mammalia","Chordata","Metazoa","Eukaryota",2823975000,NA,2.873046875,40,20,"Scaffold",2348360376,"2019-10-07",97873,7236831,NA,93.5,19698,"insdc_open",NA,"toga1/2","Spotted hyena,list(""common_name"")",2,TRUE,FALSE,"species","Crocuta crocuta",1e-4,NA,NA,NA,"HLcroCro2","toga1/2",TRUE,TRUE,TRUE,2,2,2,0,0,TRUE,19,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",TRUE,"TOGA/refseq",2,2,"Carnivora"
"Zalophus californianus","Zalophus californianus",NA,NA,"-","LEAST CONCERN",3,"F/F/F","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Zalophus_californianus","9704","Otaria californiana; Arctocephalus gilliespii; Eumetopias californianus; Otaria gilliespii; Zalophus gilliespii","mZalCal","GCA_009762305.2",NA,"GCA_009762305.2","GCF_009762305.2","Zalophus","Otariidae","Carnivora","Mammalia","Chordata","Metazoa","Eukaryota",3080700000,NA,3.150390625,36,18,"Chromosome",2409668595,"2020-07-14",32626160,147124152,19,NA,NA,"published","ZOONOMIA","toga1/2","California sea lion,list(""common_name"")",2,TRUE,TRUE,"species","Zalophus californianus",1e-4,NA,NA,NA,"HLzalCali2","toga1/2",TRUE,TRUE,TRUE,3,2,2,0,0,TRUE,19,"Both",1,TRUE,TRUE,FALSE,FALSE,"silencer",TRUE,"TOGA/refseq/ensembl",2,2,"Carnivora"
"Panthera pardus saxicolor","Panthera pardus","saxicolor",NA,"I","VULNERABLE",1,"M","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Panthera_pardus","9691","Felis pardus; Leo pardus; Felis pardus nanopardus","mPanPar","GCA_024362965.1",NA,"GCA_024362965.1","GCF_024362965.1","Panthera","Felidae","Carnivora","Mammalia","Chordata","Metazoa","Eukaryota",2767740000,NA,2.830078125,38,19,"Scaffold",2441326314,"2022-07-21",22236240,126810544,NA,NA,34200,"insdc_open",NA,"toga1/2",NA,2,TRUE,TRUE,"species","Panthera pardus",1e-4,NA,NA,NA,"HLpanPar2","toga1/2",TRUE,TRUE,TRUE,1,1,1,0,0,TRUE,19,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",TRUE,"TOGA/refseq/ensembl",1,1,"Carnivora"
"Mustela lutreola novikovi","Mustela lutreola","novikovi",NA,NA,"CRITICALLY ENDANGERED",1,"F","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Mustela_lutreola","9666","Mustela aremorica; Mustela borealis; Mustela budina; Mustela europaea; Mustela fulva; Mustela minor; Mustela transsylvanica; Viverra lutreola","mMusLut","GCA_964264385.1",NA,"GCA_964264385.1",NA,"Mustela","Mustelidae","Carnivora","Mammalia","Chordata","Metazoa","Eukaryota",2880210000,NA,2.9453125,38,19,"Chromosome",2466143502,"2023-07-13",41193119,149238926,20,NA,NA,"insdc_open",NA,"toga2",NA,2,TRUE,FALSE,"species","Mustela lutreola",1e-4,NA,NA,NA,"HLmusLut1","toga2",FALSE,TRUE,TRUE,1,1,1,0,0,TRUE,19,"Both",1,TRUE,TRUE,FALSE,FALSE,"silencer",TRUE,"TOGA/refseq",1,1,"Carnivora"
"Panthera tigris","Panthera tigris",NA,NA,"I","ENDANGERED",2,"F/M","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue (ovary/skin)",NA,"Panthera_tigris","9694","Felis tigris","mPanTig","GCA_018350195.2",NA,"GCA_018350195.2","GCF_018350195.1","Panthera","Felidae","Carnivora","Mammalia","Chordata","Metazoa","Eukaryota",2650380000,NA,2.7109375,38,19,"Chromosome",2408678698,"2021-05-13",74391967,146942463,19,NA,33598,"insdc_open",NA,"toga1/2","Tiger,list(""common_name"")",2,TRUE,FALSE,"species","Panthera tigris",1e-4,NA,NA,NA,"HLpanTig3","toga1/2",TRUE,TRUE,TRUE,2,2,2,0,0,TRUE,19,"Both",1,TRUE,TRUE,FALSE,FALSE,"silencer",TRUE,"TOGA/refseq",2,2,"Carnivora"
"Pteronura brasiliensis","Pteronura brasiliensis",NA,NA,"I","ENDANGERED",1,"F","Mammalia","Fibro",NA,"X",NA,"X",NA,NA,"Tissue (uter/skin)",NA,"Pteronura_brasiliensis","9672","Lutra brasiliana; Lutra lupina; Mustela lutris brasiliensis; Pteronura sambachii; Pterura sanbachii","mPteBra","GCA_004024605.1",NA,"GCA_004024605.1",NA,"Pteronura","Mustelidae","Carnivora","Mammalia","Chordata","Metazoa","Eukaryota",2880210000,NA,2.9453125,38,19,"Scaffold",2602275310,"2019-01-15",90879,119023,NA,82.7,NA,"published","ZOONOMIA","toga1/2",NA,2,FALSE,FALSE,"species","Pteronura brasiliensis",1e-4,NA,NA,NA,"HLpteBra2","toga1/2",TRUE,TRUE,TRUE,1,1,1,0,0,TRUE,19,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",TRUE,"TOGA",1,1,"Carnivora"
"Panthera tigris sumatrae","Panthera tigris","sumatrae",NA,NA,"ENDANGERED",2,"M/F","Mammalia","Fibro",NA,NA,NA,NA,NA,NA,"Skin",NA,"Panthera_tigris","9694","Felis tigris","mPanTig","GCA_018350195.2",NA,"GCA_018350195.2","GCF_018350195.1","Panthera","Felidae","Carnivora","Mammalia","Chordata","Metazoa","Eukaryota",2650380000,NA,2.7109375,38,19,"Chromosome",2408678698,"2021-05-13",74391967,146942463,19,NA,33598,"insdc_open",NA,"toga1/2","Sumatra tiger,list(""common_name"")",2,TRUE,FALSE,"species","Panthera tigris",1e-4,NA,NA,NA,"HLpanTig3","toga1/2",TRUE,TRUE,TRUE,2,2,2,0,0,TRUE,19,"Both",1,TRUE,TRUE,FALSE,FALSE,"silencer",TRUE,"TOGA/refseq",2,2,"Carnivora"
"Panthera leo","Panthera leo",NA,"Pantherinae","II, I","VULNERABLE, ENDANGERED",11,"F/M/F/F/F/F/F/F, F","Mammalia","Fibro","X","X","X","X","X",NA,"blood, skin","Pantera leo persica","Panthera_leo","9689","Felis leo; Leo leo; Felis imperialis","mPanLeo","GCA_018350215.1",NA,"GCA_018350215.1","GCF_018350215.1","Panthera","Felidae","Carnivora","Mammalia","Chordata","Metazoa","Eukaryota",2885100000,NA,2.94921875,38,19,"Chromosome",2297552363,"2021-05-13",77781637,147402474,19,NA,NA,"insdc_open",NA,"toga1/2","Lion, Asian Lion,list(""common_name"")",2,TRUE,TRUE,"species","Panthera leo",1e-4,NA,NA,NA,"HLpanLeo3A","toga1/2",TRUE,TRUE,TRUE,9,10,10,0,0,TRUE,19,"Both",1,TRUE,TRUE,FALSE,TRUE,"silencer",TRUE,"TOGA/refseq/ensembl",10,2,"Carnivora"
"Leopardus pardalis","Leopardus pardalis",NA,"Felinae","I","LEAST CONCERN",1,"F","Mammalia","Fibro",NA,"X","X","X","X",NA,NA,NA,"Leopardus_pardalis","32538","Felis pardalis; Felis albescens; Felis canescens; Felis griffithii; Felis limitis; Felis mearnsi; Felis mexicana; Felis ocelot; Felis pseudopardalis; Leopardus griseus","mLeoPar","GCA_018350155.1",NA,"GCA_018350155.1","GCF_018350155.1","Leopardus","Felidae","Carnivora","Mammalia","Chordata","Metazoa","Eukaryota",2909550000,NA,2.974609375,36,18,"Chromosome",2426370816,"2021-05-13",104474415,152606360,NA,NA,35984,"insdc_open",NA,NA,NA,2,FALSE,FALSE,"genus","Leopardus geoffroyi",5.885985,"46844",5.885985,5.88598,NA,"not_in_toga",FALSE,TRUE,TRUE,1,1,1,0,0,TRUE,19,"Both",1,FALSE,FALSE,TRUE,FALSE,"tetrapod",FALSE,"no_annotation",1,1,"Carnivora"
"Ailurus fulgens","Ailurus fulgens",NA,NA,"I","ENDANGERED",7,"F/F/F/M/F/F/M","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Ailurus_fulgens","9649",NA,"mAilFul","GCA_002007465.1",NA,"GCA_002007465.1",NA,"Ailurus","Ailuridae","Carnivora","Mammalia","Chordata","Metazoa","Eukaryota",2833755000,NA,2.8984375,36,18,"Scaffold",2342939051,"2017-02-28",99577,2983736,NA,NA,NA,"insdc_open",NA,NA,NA,2,FALSE,FALSE,"genus","Ailurus styani",10,"424585",NA,NA,NA,"not_in_toga",TRUE,TRUE,TRUE,7,5,5,0,0,TRUE,19,"Both",1,FALSE,TRUE,FALSE,TRUE,"illumina",FALSE,"no_annotation",5,2,"Carnivora"
"Ateles hybridus","Ateles hybridus",NA,"Atelinae","II","CRITICALLY ENDANGERED",8,"F/F/F/M/F/U/M/U","Mammalia","Fibro","X","X","X","X","X","X","Tissue/placenta",NA,"Ateles_hybridus","129801","Ateles belzebuth hybridus; Ameranthropoides loysi; Ateles albifrons; Ateles hybridus brunneus; Ateles hybridus hybridus","mAteHyb","GCA_916098195.1",NA,"GCA_916098195.1",NA,"Ateles","Atelidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota",3166275000,NA,3.23828125,34,17,"Scaffold",2643274663,"2021-09-22",50515269,50515269,NA,NA,NA,"insdc_open",NA,"toga2",NA,2,FALSE,FALSE,"species","Ateles hybridus",1e-4,NA,NA,NA,"HLateHyb1","toga2",FALSE,TRUE,TRUE,9,7,7,0,1,TRUE,28,"Both",1,FALSE,TRUE,FALSE,TRUE,"illumina",TRUE,"TOGA",7,2,"Primates"
"Lemur catta","Lemur catta",NA,"Lemuridae","I","ENDANGERED",9,"M/M/M/M/F/M/F","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue (skin)",NA,"Lemur_catta","9447","Maki mococo","mLemCat","GCA_020740605.1",NA,"GCA_020740605.1","GCF_020740605.2","Lemur","Lemuridae","Primates","Mammalia","Chordata","Metazoa","Eukaryota",3207840000,NA,3.279296875,56,28,"Chromosome",2245584463,"2021-11-04",32529614,102162704,29,NA,NA,"published","ZOONOMIA","toga1/2","Ring-tailed Lemur,list(""common_name"")",2,TRUE,FALSE,"species","Lemur catta",1e-4,NA,NA,NA,"HLlemCat2","toga1/2",TRUE,TRUE,TRUE,10,7,7,0,0,TRUE,28,"Both",1,FALSE,TRUE,FALSE,TRUE,"illumina",TRUE,"TOGA/refseq",7,2,"Primates"
"Callithrix geoffroyi","Callithrix geoffroyi",NA,"Callitrichinae","II","LEAST CONCERN",1,"F","Mammalia","Fibro","X","X","X","X","X",NA,"Tissue",NA,"Callithrix_geoffroyi","52231","Callithrix jacchus geoffroyi; Simia geoffroyi; Cebus albifrons; Cebus albifrons albifrons; Hapale melanotis; Jacchus leucocephalus; Jacchus maximiliani; Simia albifrons","mCalGeo","GCA_963573515.1",NA,"GCA_963573515.1",NA,"Callithrix","Cebidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota",3354540000,NA,3.4296875,44,22,"Scaffold",2538092617,"2023-10-31",13434,13434,NA,NA,NA,"insdc_open",NA,"not_in_toga",NA,2,FALSE,FALSE,"species","Callithrix geoffroyi",1e-4,NA,NA,NA,NA,"not_in_toga",FALSE,TRUE,FALSE,1,1,1,0,0,TRUE,28,"Both",1,TRUE,TRUE,FALSE,FALSE,"silencer",FALSE,"no_annotation",1,1,"Primates"
"Saguinus imperator subgrisescens","Saguinus imperator","subgrisescens","Callitrichinae","II","LEAST CONCERN",3,"M/M/F","Mammalia","Fibro","X","X","X","X","X",NA,"Tissue",NA,"Saguinus_imperator","9491","Midas imperator","mSagImp","GCA_963574955.1",NA,"GCA_963574955.1",NA,"Saguinus","Cebidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota",3378990000,NA,3.455078125,44,22,"Scaffold",2741745748,"2019-01-15",27061,27072,NA,NA,NA,"published","ZOONOMIA","toga1/2",NA,2,FALSE,FALSE,"species","Saguinus imperator",1e-4,NA,NA,NA,"HLsagImp1","toga1/2",TRUE,TRUE,TRUE,3,4,4,0,0,TRUE,28,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",TRUE,"TOGA",4,2,"Primates"
"Saguinus oedipus","Saguinus oedipus",NA,"Callitrichinae","I","CRITICALLY ENDANGERED",3,"U/M/U","Mammalia","Fibro",NA,"X",NA,"x",NA,NA,NA,NA,"Saguinus_oedipus","9490","? oedipus; Oedipus titi; Seniocebus meticulous","mSagOed","GCA_054851365.1",NA,"GCA_054851365.1",NA,"Saguinus","Cebidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota",3378990000,NA,3.455078125,44,22,"Chromosome",3219013123,"2023-09-25",18537884,145550415,24,NA,41012,"insdc_open",NA,"toga2",NA,2,FALSE,FALSE,"species","Saguinus oedipus",1e-4,NA,NA,NA,"HLsagOed1","toga2",FALSE,TRUE,TRUE,3,3,3,0,0,TRUE,28,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",TRUE,"TOGA",3,2,"Primates"
"Pan troglodytes troglodytes","Pan troglodytes","troglodytes",NA,"I","ENDANGERED",11,"F/F/F/F/F/?/F/F/M/F/F","Mammalia","Fibro","X","X","X","X","X","X","Tissue/Blood",NA,"Pan_troglodytes","9598","Simia troglodytes","mPanTro","GCA_000001515.5",NA,"GCA_000001515.5","GCF_000001515.7","Pan","Hominidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota",3613710000,NA,3.6953125,48,24,"Chromosome",3231154112,"2024-12-09",384816,26972556,25,91.5,55892,"insdc_open",NA,"toga1/2","Central chimpanzee,list(""common_name"")",2,TRUE,TRUE,"species","Pan troglodytes",1e-4,NA,NA,NA,"HLpanTro7","toga1/2",TRUE,TRUE,TRUE,11,12,12,0,2,TRUE,28,"Both",1,TRUE,TRUE,FALSE,TRUE,"silencer",TRUE,"TOGA/refseq/ensembl",12,2,"Primates"
"Cercocebus lunulatus","Cercocebus lunulatus",NA,NA,"II","ENDANGERED",6,"-/F/M/F/F/F","Mammalia","Fibro","X","X","X","x","x",NA,NA,"Cercocebus lunulatus","Cercocebus_lunulatus","3074498","Cercocebus atys lunulatus; Cercocebus torquatus lunulatus",NA,"GCA_963573365.1",NA,"GCA_963573365.1",NA,"Cercocebus","Cercopithecidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota",4029360000,NA,4.12109375,42,21,"Scaffold",2754501585,"2023-11-03",36497,36500,NA,NA,NA,"insdc_open",NA,"not_in_toga",NA,2,FALSE,FALSE,"species","Cercocebus lunulatus",1e-4,NA,NA,NA,NA,"not_in_toga",FALSE,TRUE,FALSE,NA,0,1,0,0,TRUE,28,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",FALSE,"no_annotation",1,1,"Primates"
"Pongo pygmaeus","Pongo pygmaeus",NA,NA,"I","CRITICALLY ENDANGERED",3,"F/U/M","Mammalia","Fibro","X","X","X","x","x","X","Cell culture / Placenta/ombelical Cordon","Pongo pygmaeus pygmaeus","Pongo_pygmaeus","9600","Simia pygmaeus; Pongo pygmaeus ciochoni; Pongo pygmaeus devosi; Pongo pygmaeus fromageti; Pongo pygmaeus kahlkei","mPonPyg","GCA_900086635.1",NA,"GCA_900086635.1",NA,"Pongo","Hominidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota",3579480000,NA,3.66015625,48,24,"Chromosome",136302887,"2024-01-08",17285,136302887,1,93.9,NA,"insdc_open",NA,"toga1/2","Orangutan,list(""common_name"")",2,TRUE,FALSE,"species","Pongo pygmaeus",1e-4,NA,NA,NA,"HLponPyg2","toga1/2",FALSE,TRUE,TRUE,3,3,3,0,1,TRUE,28,"Both",1,TRUE,TRUE,FALSE,FALSE,"silencer",TRUE,"TOGA/refseq",3,2,"Primates"
"Lophocebus aterrimus","Lophocebus aterrimus",NA,NA,"II","VULNERABLE",4,"M/F/M","Mammalia","Fibro",NA,NA,NA,NA,NA,NA,"Tissue",NA,"Lophocebus_aterrimus","75566","Cercocebus aterrimus; Cercopithecus aterrimus; Lophocebus albigena aterrimus; Cercocebus congicus; Cercocebus hamlyni; Cercolophocebus coelognathus; Semnocebus albigena rothschildi","mLopAte","GCA_023783235.1",NA,"GCA_023783235.1",NA,"Lophocebus","Cercopithecidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota",3677280000,NA,3.759765625,42,21,"Contig",2903351443,"2022-06-17",6802059,6802059,NA,94.30000000000001,NA,"insdc_open",NA,"toga2","Black Mangabey,list(""common_name"")",2,FALSE,FALSE,"species","Lophocebus aterrimus",1e-4,NA,NA,NA,"HLlopAte1","toga2",FALSE,TRUE,TRUE,3,3,1,0,0,TRUE,28,"Both",1,FALSE,FALSE,TRUE,FALSE,"tetrapod",TRUE,"TOGA",1,1,"Primates"
"Mandrillus sphinx","Mandrillus sphinx",NA,"Cercopithecinae","I","VULNERABLE",2,"F/M/F","Mammalia","Fibro","X","X","X","x","x",NA,"Tissue",NA,"Mandrillus_sphinx","9561","Papio sphinx; Simia sphinx; Maimon burlacei; Mandril sphinx; Mandrillus escherichi; Mandrillus hagenbecki; Mandrillus insularis; Mandrillus schreberi; Mandrillus tessmanni; Mandrillus zenkeri; Mandrillus zenkeri ebolowae; Papio mormon; Papio planirostris; Simia latidens; Simia madarogaster; Simia maimon; Simia mormon; Simia pennanti; Simia suilla","mManSph","GCA_004802615.1",NA,"GCA_004802615.1",NA,"Mandrillus","Cercopithecidae","Primates","Mammalia","Chordata","Metazoa","Eukaryota",3423000000,NA,3.5,42,21,"Scaffold",2860576561,"2022-06-17",21683,3577924,NA,NA,NA,"insdc_open",NA,"toga1/2","Mandrill,list(""common_name"")",2,FALSE,FALSE,"species","Mandrillus sphinx",1e-4,NA,NA,NA,"HLmanSph2","toga1/2",TRUE,TRUE,TRUE,3,3,3,0,1,TRUE,28,"Both",1,FALSE,TRUE,FALSE,FALSE,"illumina",TRUE,"TOGA",3,2,"Primates"
